Land-use ID
100  100 !nx, ny
   97     38      1
   97     39      1
   97     40      1
   97     41      1
   97     42      1
   97     43      1
   97     44      1
   97     45      1
   97     46      1
   97     47      1
   97     48      1
   97     49      1
   97     50      1
   97     51      1
   97     52      1
   97     53      2
   97     54      2
   97     55      2
   97     56      2
   97     57      2
   97     58      2
   97     59      2
   97     60      1
   97     61      1
   97     62      1
   97     63      1
   97     64      1
   97     65      1
   97     66      1
   97     67      1
   97     68      2
   97     69      2
   97     70      2
   97     71      2
   97     72      1
   97     73      1
   97     74      1
   97     75      1
   97     76      1
   97     77      1
   97     78      1
   97     79      1
   97     80      1
   97     81      2
   97     82      2
   97     83      2
   97     84      2
   97     85      2
   97     86      2
   97     87      2
   97     88      2
   97     89      2
   97     90      2
   97     91      2
   97     92      2
   97     93      2
   97     94      2
   97     95      2
   97     96      2
   97     97      2
   97     98      2
   97     99      2
   97    100      2
   98      1      2
   98      2      2
   98      3      2
   98      4      2
   98      5      2
   98      6      2
   98      7      2
   98      8      2
   98      9      2
   98     10      2
   98     11      2
   98     12      2
   98     13      2
   98     14      2
   98     15      2
   98     16      2
   98     17      2
   98     18      2
   98     19      2
   98     20      2
   98     21      2
   98     22      2
   98     23      2
   98     24      1
   98     25      1
   98     26      1
   98     27      1
   98     28      1
   98     29      1
   98     30      1
   98     31      1
   98     32      1
   98     33      1
   98     34      1
   98     35      1
   98     36      1
   98     37      1
   98     38      1
   98     39      1
   98     40      1
   98     41      1
   98     42      1
   98     43      1
   98     44      1
   98     45      1
   98     46      1
   98     47      1
   98     48      1
   98     49      1
   98     50      1
   98     51      1
   98     52      1
   98     53      2
   98     54      2
   98     55      2
   98     56      2
   98     57      2
   98     58      2
   98     59      1
   98     60      1
   98     61      1
   98     62      1
   98     63      1
   98     64      1
   98     65      1
   98     66      1
   98     67      1
   98     68      1
   98     69      1
   98     70      1
   98     71      1
   98     72      1
   98     73      1
   98     74      1
   98     75      1
   98     76      1
   98     77      1
   98     78      1
   98     79      1
   98     80      1
   98     81      1
   98     82      2
   98     83      2
   98     84      2
   98     85      2
   98     86      2
   98     87      2
   98     88      2
   98     89      2
   98     90      2
   98     91      2
   98     92      2
   98     93      2
   98     94      2
   98     95      2
   98     96      2
   98     97      2
   98     98      2
   98     99      2
   98    100      2
   99      1      2
   99      2      2
   99      3      2
   99      4      2
   99      5      2
   99      6      2
   99      7      2
   99      8      2
   99      9      2
   99     10      2
   99     11      2
   99     12      2
   99     13      2
   99     14      2
   99     15      2
   99     16      2
   99     17      2
   99     18      2
   99     19      2
   99     20      2
   99     21      2
   99     22      2
   99     23      2
   99     24      2
   99     25      2
   99     26      1
   99     27      1
   99     28      1
   99     29      1
   99     30      1
   99     31      1
   99     32      1
   99     33      1
   99     34      1
   99     35      1
   99     36      1
   99     37      1
   99     38      1
   99     39      1
   99     40      1
   99     41      1
   99     42      1
   99     43      1
   99     44      1
   99     45      1
   99     46      1
   99     47      1
   99     48      1
   99     49      1
   99     50      1
   99     51      1
   99     52      2
   99     53      2
   99     54      2
   99     55      2
   99     56      2
   99     57      2
   99     58      1
   99     59      1
   99     60      1
   99     61      1
   99     62      1
   99     63      1
   99     64      1
   99     65      1
   99     66      1
   99     67      1
   99     68      1
   99     69      1
   99     70      1
   99     71      1
   99     72      1
   99     73      1
   99     74      1
   99     75      1
   99     76      1
   99     77      1
   99     78      1
   99     79      1
   99     80      1
   99     81      1
   99     82      1
   99     83      2
   99     84      2
   99     85      2
   99     86      2
   99     87      2
   99     88      2
   99     89      2
   99     90      2
